filename,supplHeatingFuel1,supplHeatingEquipType1,supplHeatingEff1,supplHeatingCapacity1,supplHeatingPilotLight1,supplHeatingFlueDiameter1,supplHeatingLocationHeated1,supplHeatingAreaHeated1,supplHeatingDamperClosed1,supplHeatingUsed1,supplHeatingFuel2,supplHeatingEquipType2,supplHeatingEff2,supplHeatingCapacity2,supplHeatingPilotLight2,supplHeatingFlueDiameter2,supplHeatingLocationHeated2,supplHeatingAreaHeated2,supplHeatingDamperClosed2,supplHeatingUsed2,supplHeatingFuel3,supplHeatingEquipType3,supplHeatingEff3,supplHeatingCapacity3,supplHeatingPilotLight3,supplHeatingFlueDiameter3,supplHeatingLocationHeated3,supplHeatingAreaHeated3,supplHeatingDamperClosed3,supplHeatingUsed3,supplHeatingFuel4,supplHeatingEquipType4,supplHeatingEff4,supplHeatingCapacity4,supplHeatingPilotLight4,supplHeatingFlueDiameter4,supplHeatingLocationHeated4,supplHeatingAreaHeated4,supplHeatingDamperClosed4,supplHeatingUsed4,supplHeatingFuel5,supplHeatingEquipType5,supplHeatingEff5,supplHeatingCapacity5,supplHeatingPilotLight5,supplHeatingFlueDiameter5,supplHeatingLocationHeated5,supplHeatingAreaHeated5,supplHeatingDamperClosed5,supplHeatingUsed5,radiantPresent,radiantAtticTemp,radiantAtticAreaPerc,radiantFlatRoofTemp,radiantFlatRoofAreaPerc,radiantCrawlspaceFloorTemp,radiantCrawlspaceFloorAreaPerc,radiantSlabTemp,radiantSlabAreaPerc,radiantBasementFloorTemp,radiantBasementFloorAreaPerc,radiantBasementTemp,radiantBasementAreaPerc,openingEquipType1,openingFlueDiameter1,openingDamperClosed1,openingEquipType2,openingFlueDiameter2,openingDamperClosed2,openingEquipType3,openingFlueDiameter3,openingDamperClosed3,murbHeatingEnergySource1,murbHeatingEquipType1,murbHeatingEff1,murbHeatingFlueDiameter1,murbHeatingCapacity1,murbHeatingSystemCount1,murbHeatingEnergySource2,murbHeatingEquipType2,murbHeatingEff2,murbHeatingFlueDiameter2,murbHeatingCapacity2,murbHeatingSystemCount2
ERS-EX-40667.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Basement,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4069.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40694.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40706.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40729.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4075.H2K,Natural gas,Other (describe),80.0,14.0674,0.0,152.4,Main Floors,127.93,false,Always,Natural gas,Fireplace with pilot (unsealed),50.0,2.0,17.6996,76.2,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40752.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40776.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4080.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,27.87,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable,0,False,Not applicable,0,False,Combustion air supply,127,True,,,,,,,,,,,,
ERS-EX-40824.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40844.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40848.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-40856.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4089.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,27.87,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable,0,False,Not applicable,0,False,Combustion air supply,127,False,,,,,,,,,,,,
ERS-EX-4097.H2K,Mixed Wood,Wood fireplace,50.0,2.0,0.0,101.6,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4099.H2K,Mixed Wood,Wood fireplace,50.0,2.0,0.0,101.6,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41028.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41038.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4106.H2K,Natural gas,Fireplace with pilot (unsealed),65.0,2.0,17.6996,76.2,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41069.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4108.H2K,Natural gas,Fireplace with pilot (unsealed),55.0,2.0,17.6996,76.2,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4109.H2K,Mixed Wood,Wood fireplace insert,50.0,2.0,0.0,127.0,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41107.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4112.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41128.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41155.H2K,Natural gas,Fireplace with pilot (unsealed),30.0,2.0,25.0,100.0001,Main Floors,12.0,false,10% of the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41182.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4119.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41213.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41219.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41223.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4124.H2K,Mixed Wood,Wood fireplace,50.0,2.0,0.0,101.6,Main Floors,12.0,false,Specified monthly (hr/day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41242.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41253.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-4126.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41281.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41297.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41338.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41343.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-41349.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
