filename,supplHeatingFuel1,supplHeatingEquipType1,supplHeatingEff1,supplHeatingCapacity1,supplHeatingPilotLight1,supplHeatingFlueDiameter1,supplHeatingLocationHeated1,supplHeatingAreaHeated1,supplHeatingDamperClosed1,supplHeatingUsed1,supplHeatingFuel2,supplHeatingEquipType2,supplHeatingEff2,supplHeatingCapacity2,supplHeatingPilotLight2,supplHeatingFlueDiameter2,supplHeatingLocationHeated2,supplHeatingAreaHeated2,supplHeatingDamperClosed2,supplHeatingUsed2,supplHeatingFuel3,supplHeatingEquipType3,supplHeatingEff3,supplHeatingCapacity3,supplHeatingPilotLight3,supplHeatingFlueDiameter3,supplHeatingLocationHeated3,supplHeatingAreaHeated3,supplHeatingDamperClosed3,supplHeatingUsed3,supplHeatingFuel4,supplHeatingEquipType4,supplHeatingEff4,supplHeatingCapacity4,supplHeatingPilotLight4,supplHeatingFlueDiameter4,supplHeatingLocationHeated4,supplHeatingAreaHeated4,supplHeatingDamperClosed4,supplHeatingUsed4,supplHeatingFuel5,supplHeatingEquipType5,supplHeatingEff5,supplHeatingCapacity5,supplHeatingPilotLight5,supplHeatingFlueDiameter5,supplHeatingLocationHeated5,supplHeatingAreaHeated5,supplHeatingDamperClosed5,supplHeatingUsed5,radiantPresent,radiantAtticTemp,radiantAtticAreaPerc,radiantFlatRoofTemp,radiantFlatRoofAreaPerc,radiantCrawlspaceFloorTemp,radiantCrawlspaceFloorAreaPerc,radiantSlabTemp,radiantSlabAreaPerc,radiantBasementFloorTemp,radiantBasementFloorAreaPerc,radiantBasementTemp,radiantBasementAreaPerc,openingEquipType1,openingFlueDiameter1,openingDamperClosed1,openingEquipType2,openingFlueDiameter2,openingDamperClosed2,openingEquipType3,openingFlueDiameter3,openingDamperClosed3,murbHeatingEnergySource1,murbHeatingEquipType1,murbHeatingEff1,murbHeatingFlueDiameter1,murbHeatingCapacity1,murbHeatingSystemCount1,murbHeatingEnergySource2,murbHeatingEquipType2,murbHeatingEff2,murbHeatingFlueDiameter2,murbHeatingCapacity2,murbHeatingSystemCount2
ERS-EX-10000.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10030.H2K,Natural gas,Fireplace with pilot (unsealed),30.0,2.0,17.7,100.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10057.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fireplace with doors,101.6,True,Not applicable,0,False,Not Applicable,0,False,,,,,,,,,,,,
ERS-EX-10080.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fireplace with doors,101.6,True,Not applicable,0,False,Not Applicable,0,False,,,,,,,,,,,,
ERS-EX-10118.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10130.H2K,Natural gas,Fireplace with spark ignit. (unsealed),30.0,2.0,0.0,76.2,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10145.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10146.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,101.6,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10151.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10160.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10163.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10203.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10222.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10226.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10277.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10296.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10318.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10323.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10368.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10375.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10383.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10389.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10429.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10487.H2K,Propane,Fireplace with spark ignit. (sealed),30.0,2.0,0.0,0.0,Main Floors,12.0,false,Never,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,true,Never,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10505.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10588.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,203.2,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10612.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10622.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10640.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10642.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10656.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10659.H2K,Mixed Wood,Advanced airtight wood stove,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10671.H2K,Mixed Wood,Advanced airtight wood stove,30.0,2.0,0.0,152.4,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10691.H2K,Propane,Fireplace with spark ignit. (sealed),30.0,2.0,0.0,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10704.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,76.2,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10760.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10770.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10775.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,203.2,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10781.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10785.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10788.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,203.2,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10797.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10799.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10800.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10815.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10819.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10843.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10844.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10859.H2K,Mixed Wood,Advanced airtight wood stove,30.0,2.0,0.0,152.4,Basement,12.0,false,Always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10874.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10894.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not applicable,0,False,Not applicable,0,False,Not Applicable,0,False,,,,,,,,,,,,
ERS-EX-10897.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,Mixed Wood,Advanced airtight wood stove,30.0,2.0,0.0,127.0,Basement,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10906.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10924.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10933.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10957.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10959.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-10991.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,12.7,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11032.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11035.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11050.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11075.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11090.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11125.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11153.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11214.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,12.7,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11270.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11308.H2K,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,true,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11362.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11371.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11395.H2K,Natural gas,Fireplace with pilot (sealed),30.0,2.0,17.6996,0.0,Main Floors,12.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
ERS-EX-11426.H2K,None,None,0.0,0.0,0.0,0.0,None,0.0,false,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,0,false,None,0,false,None,0,false,,,,,,,,,,,,
